text	curie	name	predicate	provenance	source
GOCC_PHAGOCYTIC_VESICLE_MEMBRANE	msigdb:M17608	GOCC_PHAGOCYTIC_VESICLE_MEMBRANE	rdfs:label		msigdb
WU_ALZHEIMER_DISEASE_UP	msigdb:M17609	WU_ALZHEIMER_DISEASE_UP	rdfs:label	pubmed:16116430	msigdb
TESAR_ALK_TARGETS_EPISC_3D_UP	msigdb:M1761	TESAR_ALK_TARGETS_EPISC_3D_UP	rdfs:label	pubmed:17597760	msigdb
GOCC_PHOTORECEPTOR_INNER_SEGMENT	msigdb:M17610	GOCC_PHOTORECEPTOR_INNER_SEGMENT	rdfs:label		msigdb
GOCC_EUCHROMATIN	msigdb:M17611	GOCC_EUCHROMATIN	rdfs:label		msigdb
MORF_RAN	msigdb:M17615	MORF_RAN	rdfs:label		msigdb
GOCC_ENDOPLASMIC_RETICULUM_QUALITY_CONTROL_COMPARTMENT	msigdb:M17616	GOCC_ENDOPLASMIC_RETICULUM_QUALITY_CONTROL_COMPARTMENT	rdfs:label		msigdb
GOCC_LATERAL_ELEMENT	msigdb:M17618	GOCC_LATERAL_ELEMENT	rdfs:label		msigdb
TESAR_ALK_TARGETS_EPISC_4D_UP	msigdb:M1762	TESAR_ALK_TARGETS_EPISC_4D_UP	rdfs:label	pubmed:17597760	msigdb
GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON	msigdb:M17620	GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON	rdfs:label		msigdb
CHEN_HOXA5_TARGETS_9HR_UP	msigdb:M17621	CHEN_HOXA5_TARGETS_9HR_UP	rdfs:label	pubmed:15757903	msigdb
GOCC_ACROSOMAL_VESICLE	msigdb:M17623	GOCC_ACROSOMAL_VESICLE	rdfs:label		msigdb
GOCC_PSEUDOPODIUM	msigdb:M17624	GOCC_PSEUDOPODIUM	rdfs:label		msigdb
GOCC_T_TUBULE	msigdb:M17625	GOCC_T_TUBULE	rdfs:label		msigdb
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT	msigdb:M17626	GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT	rdfs:label		msigdb
STAT1_01	msigdb:M17627	STAT1_01	rdfs:label		msigdb
GOCC_PLASMA_MEMBRANE_REGION	msigdb:M17628	GOCC_PLASMA_MEMBRANE_REGION	rdfs:label		msigdb
GOCC_NEURON_PROJECTION_MEMBRANE	msigdb:M17629	GOCC_NEURON_PROJECTION_MEMBRANE	rdfs:label		msigdb
GOCC_INTEGRATOR_COMPLEX	msigdb:M17630	GOCC_INTEGRATOR_COMPLEX	rdfs:label		msigdb
MODULE_382	msigdb:M17631	MODULE_382	rdfs:label		msigdb
GOCC_SARCOLEMMA	msigdb:M17632	GOCC_SARCOLEMMA	rdfs:label		msigdb
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	msigdb:M17633	GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	rdfs:label		msigdb
GOCC_IKAPPAB_KINASE_COMPLEX	msigdb:M17634	GOCC_IKAPPAB_KINASE_COMPLEX	rdfs:label		msigdb
GOCC_CELL_BODY	msigdb:M17635	GOCC_CELL_BODY	rdfs:label		msigdb
KEGG_RENIN_ANGIOTENSIN_SYSTEM	msigdb:M17636	KEGG_RENIN_ANGIOTENSIN_SYSTEM	rdfs:label		msigdb
GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	msigdb:M17638	GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	rdfs:label		msigdb
GOCC_ESC_E_Z_COMPLEX	msigdb:M17640	GOCC_ESC_E_Z_COMPLEX	rdfs:label		msigdb
FRASOR_RESPONSE_TO_ESTRADIOL_UP	msigdb:M17641	FRASOR_RESPONSE_TO_ESTRADIOL_UP	rdfs:label	pubmed:14973112	msigdb
GOCC_NUCLEAR_PERIPHERY	msigdb:M17642	GOCC_NUCLEAR_PERIPHERY	rdfs:label		msigdb
GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	msigdb:M17643	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	rdfs:label		msigdb
OSF2_Q6	msigdb:M17644	OSF2_Q6	rdfs:label		msigdb
chr3p26	msigdb:M17645	chr3p26	rdfs:label		msigdb
JAIN_NFKB_SIGNALING	msigdb:M17646	JAIN_NFKB_SIGNALING	rdfs:label	pubmed:15578091	msigdb
GOCC_MAIN_AXON	msigdb:M17647	GOCC_MAIN_AXON	rdfs:label		msigdb
GOCC_LAMELLAR_BODY	msigdb:M17648	GOCC_LAMELLAR_BODY	rdfs:label		msigdb
GOCC_CHROMATOID_BODY	msigdb:M17649	GOCC_CHROMATOID_BODY	rdfs:label		msigdb
GOCC_CHROMOSOME_TELOMERIC_REGION	msigdb:M17650	GOCC_CHROMOSOME_TELOMERIC_REGION	rdfs:label		msigdb
FRASOR_TAMOXIFEN_RESPONSE_UP	msigdb:M17651	FRASOR_TAMOXIFEN_RESPONSE_UP	rdfs:label	pubmed:16849584	msigdb
MORF_KDR	msigdb:M17652	MORF_KDR	rdfs:label		msigdb
GOCC_TOR_COMPLEX	msigdb:M17653	GOCC_TOR_COMPLEX	rdfs:label		msigdb
GOCC_WNT_SIGNALOSOME	msigdb:M17654	GOCC_WNT_SIGNALOSOME	rdfs:label		msigdb
GOCC_ACTIN_BASED_CELL_PROJECTION	msigdb:M17655	GOCC_ACTIN_BASED_CELL_PROJECTION	rdfs:label		msigdb
GOCC_REPLISOME	msigdb:M17657	GOCC_REPLISOME	rdfs:label		msigdb
MODULE_198	msigdb:M17658	MODULE_198	rdfs:label		msigdb
GOCC_CILIARY_MEMBRANE	msigdb:M17659	GOCC_CILIARY_MEMBRANE	rdfs:label		msigdb
TESAR_JAK_TARGETS_MOUSE_ES_D3_DN	msigdb:M1766	TESAR_JAK_TARGETS_MOUSE_ES_D3_DN	rdfs:label	pubmed:17597760	msigdb
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	msigdb:M17660	GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	rdfs:label		msigdb
GOCC_INTERCELLULAR_BRIDGE	msigdb:M17663	GOCC_INTERCELLULAR_BRIDGE	rdfs:label		msigdb
MORF_RPA1	msigdb:M17665	MORF_RPA1	rdfs:label		msigdb
GOCC_MHC_CLASS_II_PROTEIN_COMPLEX	msigdb:M17666	GOCC_MHC_CLASS_II_PROTEIN_COMPLEX	rdfs:label		msigdb
BIOCARTA_AKAP13_PATHWAY	msigdb:M17668	BIOCARTA_AKAP13_PATHWAY	rdfs:label		msigdb
XU_CREBBP_TARGETS_UP	msigdb:M17669	XU_CREBBP_TARGETS_UP	rdfs:label	pubmed:16424387	msigdb
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	msigdb:M1767	JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	rdfs:label	pubmed:17676035	msigdb
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	msigdb:M17670	REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	rdfs:label		msigdb
GOCC_KERATIN_FILAMENT	msigdb:M17671	GOCC_KERATIN_FILAMENT	rdfs:label		msigdb
GOCC_RNAI_EFFECTOR_COMPLEX	msigdb:M17672	GOCC_RNAI_EFFECTOR_COMPLEX	rdfs:label		msigdb
KEGG_CARDIAC_MUSCLE_CONTRACTION	msigdb:M17673	KEGG_CARDIAC_MUSCLE_CONTRACTION	rdfs:label		msigdb
GOCC_PRESYNAPSE	msigdb:M17674	GOCC_PRESYNAPSE	rdfs:label		msigdb
GOCC_A_BAND	msigdb:M17675	GOCC_A_BAND	rdfs:label		msigdb
GOCC_NEUROMUSCULAR_JUNCTION	msigdb:M17676	GOCC_NEUROMUSCULAR_JUNCTION	rdfs:label		msigdb
GNF2_CDH3	msigdb:M17677	GNF2_CDH3	rdfs:label		msigdb
GOCC_SOMATODENDRITIC_COMPARTMENT	msigdb:M17678	GOCC_SOMATODENDRITIC_COMPARTMENT	rdfs:label		msigdb
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	msigdb:M1768	GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	rdfs:label		msigdb
BIOCARTA_IL3_PATHWAY	msigdb:M17681	BIOCARTA_IL3_PATHWAY	rdfs:label		msigdb
GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	msigdb:M17683	GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	rdfs:label		msigdb
IRF2_01	msigdb:M17687	IRF2_01	rdfs:label		msigdb
GOCC_WASH_COMPLEX	msigdb:M17688	GOCC_WASH_COMPLEX	rdfs:label		msigdb
GOCC_DENDRITE_CYTOPLASM	msigdb:M17689	GOCC_DENDRITE_CYTOPLASM	rdfs:label		msigdb
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	msigdb:M1769	JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	rdfs:label	pubmed:17676035	msigdb
GOCC_CORNIFIED_ENVELOPE	msigdb:M17690	GOCC_CORNIFIED_ENVELOPE	rdfs:label		msigdb
GOCC_PERIKARYON	msigdb:M17691	GOCC_PERIKARYON	rdfs:label		msigdb
RNCTGNYNRNCTGNY_UNKNOWN	msigdb:M17692	RNCTGNYNRNCTGNY_UNKNOWN	rdfs:label	pubmed:15735639	msigdb
GARY_CD5_TARGETS_UP	msigdb:M17693	GARY_CD5_TARGETS_UP	rdfs:label	pubmed:17878328	msigdb
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	msigdb:M17694	REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	rdfs:label		msigdb
GOCC_NUCLEOLUS	msigdb:M17699	GOCC_NUCLEOLUS	rdfs:label		msigdb
PID_EPHA_FWDPATHWAY	msigdb:M177	PID_EPHA_FWDPATHWAY	rdfs:label	pubmed:18832364	msigdb
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	msigdb:M1770	GAZIN_EPIGENETIC_SILENCING_BY_KRAS	rdfs:label	pubmed:17960246	msigdb
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP	msigdb:M17700	BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP	rdfs:label	pubmed:15980968	msigdb
GOCC_PERICENTRIOLAR_MATERIAL	msigdb:M17701	GOCC_PERICENTRIOLAR_MATERIAL	rdfs:label		msigdb
GOCC_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX	msigdb:M17704	GOCC_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	msigdb:M17705	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	rdfs:label		msigdb
GOCC_NUCLEAR_PORE	msigdb:M17706	GOCC_NUCLEAR_PORE	rdfs:label		msigdb
GOCC_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX	msigdb:M17707	GOCC_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX	rdfs:label		msigdb
GOCC_MYOSIN_II_COMPLEX	msigdb:M17709	GOCC_MYOSIN_II_COMPLEX	rdfs:label		msigdb
MODULE_166	msigdb:M1771	MODULE_166	rdfs:label		msigdb
GOCC_NUCLEAR_MEMBRANE	msigdb:M17711	GOCC_NUCLEAR_MEMBRANE	rdfs:label		msigdb
WGTTNNNNNAAA_UNKNOWN	msigdb:M17712	WGTTNNNNNAAA_UNKNOWN	rdfs:label	pubmed:15735639	msigdb
GOCC_SWI_SNF_COMPLEX	msigdb:M17713	GOCC_SWI_SNF_COMPLEX	rdfs:label		msigdb
GOCC_CYTOPLASMIC_MICROTUBULE	msigdb:M17714	GOCC_CYTOPLASMIC_MICROTUBULE	rdfs:label		msigdb
GOCC_PIGMENT_GRANULE	msigdb:M17718	GOCC_PIGMENT_GRANULE	rdfs:label		msigdb
GOCC_EXTRINSIC_COMPONENT_OF_MEMBRANE	msigdb:M17719	GOCC_EXTRINSIC_COMPONENT_OF_MEMBRANE	rdfs:label		msigdb
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN	msigdb:M17723	CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN	rdfs:label	pubmed:12480690	msigdb
GOCC_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX	msigdb:M17724	GOCC_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX	rdfs:label		msigdb
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	msigdb:M17726	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	rdfs:label		msigdb
MODULE_200	msigdb:M17727	MODULE_200	rdfs:label		msigdb
BLALOCK_ALZHEIMERS_DISEASE_DN	msigdb:M17728	BLALOCK_ALZHEIMERS_DISEASE_DN	rdfs:label	pubmed:14769913	msigdb
JEPSEN_SMRT_TARGETS	msigdb:M1773	JEPSEN_SMRT_TARGETS	rdfs:label	pubmed:17928865	msigdb
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	msigdb:M17730	GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	rdfs:label	pubmed:17717066	msigdb
GOCC_GOLGI_LUMEN	msigdb:M17733	GOCC_GOLGI_LUMEN	rdfs:label		msigdb
GOBP_RESPONSE_TO_HEAT	msigdb:M17735	GOBP_RESPONSE_TO_HEAT	rdfs:label		msigdb
E2F1_Q3_01	msigdb:M17736	E2F1_Q3_01	rdfs:label		msigdb
GOCC_COHESIN_COMPLEX	msigdb:M17737	GOCC_COHESIN_COMPLEX	rdfs:label		msigdb
GOCC_RIBONUCLEOPROTEIN_COMPLEX	msigdb:M17739	GOCC_RIBONUCLEOPROTEIN_COMPLEX	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	msigdb:M1774	GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	rdfs:label		msigdb
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE	msigdb:M17741	GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE	rdfs:label		msigdb
SMITH_TERT_TARGETS_UP	msigdb:M17742	SMITH_TERT_TARGETS_UP	rdfs:label	pubmed:12717449	msigdb
GOCC_CALCIUM_CHANNEL_COMPLEX	msigdb:M17744	GOCC_CALCIUM_CHANNEL_COMPLEX	rdfs:label		msigdb
GOCC_CYTOSOLIC_TRANSLATION_PREINITIATION_COMPLEX	msigdb:M17745	GOCC_CYTOSOLIC_TRANSLATION_PREINITIATION_COMPLEX	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION	msigdb:M17747	GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION	rdfs:label		msigdb
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	msigdb:M17748	GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	rdfs:label		msigdb
chr19p13	msigdb:M17751	chr19p13	rdfs:label		msigdb
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	msigdb:M17752	GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	rdfs:label		msigdb
BENPORATH_MYC_MAX_TARGETS	msigdb:M17753	BENPORATH_MYC_MAX_TARGETS	rdfs:label	pubmed:18443585	msigdb
GOCC_PROTEIN_LIPID_COMPLEX	msigdb:M17754	GOCC_PROTEIN_LIPID_COMPLEX	rdfs:label		msigdb
GOCC_NBAF_COMPLEX	msigdb:M17757	GOCC_NBAF_COMPLEX	rdfs:label		msigdb
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	msigdb:M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	rdfs:label		msigdb
GOCC_MEDIATOR_COMPLEX	msigdb:M17759	GOCC_MEDIATOR_COMPLEX	rdfs:label		msigdb
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_DN	msigdb:M1776	KYNG_ENVIRONMENTAL_STRESS_RESPONSE_DN	rdfs:label	pubmed:15897889	msigdb
GOCC_CILIUM	msigdb:M17760	GOCC_CILIUM	rdfs:label		msigdb
GOCC_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	msigdb:M17762	GOCC_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	rdfs:label		msigdb
GOCC_BRUSH_BORDER_MEMBRANE	msigdb:M17764	GOCC_BRUSH_BORDER_MEMBRANE	rdfs:label		msigdb
GOCC_TERMINAL_BOUTON	msigdb:M17765	GOCC_TERMINAL_BOUTON	rdfs:label		msigdb
GOCC_AXONEMAL_DYNEIN_COMPLEX	msigdb:M17767	GOCC_AXONEMAL_DYNEIN_COMPLEX	rdfs:label		msigdb
STAT1_02	msigdb:M17769	STAT1_02	rdfs:label		msigdb
ZHANG_GATA6_TARGETS_UP	msigdb:M1777	ZHANG_GATA6_TARGETS_UP	rdfs:label	pubmed:18536717	msigdb
BIOCARTA_CELLCYCLE_PATHWAY	msigdb:M17770	BIOCARTA_CELLCYCLE_PATHWAY	rdfs:label		msigdb
GOCC_RECYCLING_ENDOSOME	msigdb:M17771	GOCC_RECYCLING_ENDOSOME	rdfs:label		msigdb
MACLACHLAN_BRCA1_TARGETS_UP	msigdb:M17772	MACLACHLAN_BRCA1_TARGETS_UP	rdfs:label	pubmed:10644742	msigdb
GOBP_CELL_CYCLE_PROCESS	msigdb:M17773	GOBP_CELL_CYCLE_PROCESS	rdfs:label		msigdb
PAX2_02	msigdb:M17779	PAX2_02	rdfs:label		msigdb
ZHANG_GATA6_TARGETS_DN	msigdb:M1778	ZHANG_GATA6_TARGETS_DN	rdfs:label	pubmed:18536717	msigdb
GOCC_PROTEASOME_ACCESSORY_COMPLEX	msigdb:M17780	GOCC_PROTEASOME_ACCESSORY_COMPLEX	rdfs:label		msigdb
GOCC_CYTOSOLIC_RIBOSOME	msigdb:M17781	GOCC_CYTOSOLIC_RIBOSOME	rdfs:label		msigdb
GOCC_PHOTORECEPTOR_DISC_MEMBRANE	msigdb:M17782	GOCC_PHOTORECEPTOR_DISC_MEMBRANE	rdfs:label		msigdb
GOCC_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	msigdb:M17783	GOCC_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	rdfs:label		msigdb
GOCC_CILIARY_BASAL_BODY	msigdb:M17784	GOCC_CILIARY_BASAL_BODY	rdfs:label		msigdb
GOCC_TRANS_GOLGI_NETWORK_MEMBRANE	msigdb:M17785	GOCC_TRANS_GOLGI_NETWORK_MEMBRANE	rdfs:label		msigdb
REACTOME_GLUCURONIDATION	msigdb:M17787	REACTOME_GLUCURONIDATION	rdfs:label		msigdb
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	msigdb:M17788	LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	rdfs:label	pubmed:16532037	msigdb
CAGCTTT_MIR320	msigdb:M17789	CAGCTTT_MIR320	rdfs:label		msigdb
GCCNNNWTAAR_UNKNOWN	msigdb:M1779	GCCNNNWTAAR_UNKNOWN	rdfs:label	pubmed:15735639	msigdb
GOCC_AXON	msigdb:M17790	GOCC_AXON	rdfs:label		msigdb
GOCC_TRANSPORT_VESICLE_MEMBRANE	msigdb:M17791	GOCC_TRANSPORT_VESICLE_MEMBRANE	rdfs:label		msigdb
GOCC_HISTONE_DEACETYLASE_COMPLEX	msigdb:M17795	GOCC_HISTONE_DEACETYLASE_COMPLEX	rdfs:label		msigdb
GOCC_PHOTORECEPTOR_OUTER_SEGMENT	msigdb:M17796	GOCC_PHOTORECEPTOR_OUTER_SEGMENT	rdfs:label		msigdb
GOCC_BASAL_PART_OF_CELL	msigdb:M17798	GOCC_BASAL_PART_OF_CELL	rdfs:label		msigdb
GOCC_SODIUM_POTASSIUM_EXCHANGING_ATPASE_COMPLEX	msigdb:M17799	GOCC_SODIUM_POTASSIUM_EXCHANGING_ATPASE_COMPLEX	rdfs:label		msigdb
CROMER_TUMORIGENESIS_UP	msigdb:M178	CROMER_TUMORIGENESIS_UP	rdfs:label	pubmed:14676830	msigdb
MCGOWAN_RSP6_TARGETS_UP	msigdb:M1780	MCGOWAN_RSP6_TARGETS_UP	rdfs:label	pubmed:18641651	msigdb
GOCC_SITE_OF_DOUBLE_STRAND_BREAK	msigdb:M17800	GOCC_SITE_OF_DOUBLE_STRAND_BREAK	rdfs:label		msigdb
GOCC_PLASMA_MEMBRANE_RAFT	msigdb:M17801	GOCC_PLASMA_MEMBRANE_RAFT	rdfs:label		msigdb
GOCC_MICROBODY_LUMEN	msigdb:M17802	GOCC_MICROBODY_LUMEN	rdfs:label		msigdb
GOCC_FILAMENTOUS_ACTIN	msigdb:M17803	GOCC_FILAMENTOUS_ACTIN	rdfs:label		msigdb
GOCC_METHYLOSOME	msigdb:M17804	GOCC_METHYLOSOME	rdfs:label		msigdb
MYC_Q2	msigdb:M17805	MYC_Q2	rdfs:label		msigdb
GOCC_GOLGI_CISTERNA_MEMBRANE	msigdb:M17806	GOCC_GOLGI_CISTERNA_MEMBRANE	rdfs:label		msigdb
KEGG_BASAL_CELL_CARCINOMA	msigdb:M17807	KEGG_BASAL_CELL_CARCINOMA	rdfs:label		msigdb
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	msigdb:M17808	GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	rdfs:label		msigdb
MODULE_534	msigdb:M17809	MODULE_534	rdfs:label		msigdb
MCGOWAN_RSP6_TARGETS_DN	msigdb:M1781	MCGOWAN_RSP6_TARGETS_DN	rdfs:label	pubmed:18641651	msigdb
GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	msigdb:M17810	GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	rdfs:label		msigdb
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_DN	msigdb:M17812	TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_DN	rdfs:label	pubmed:12663452	msigdb
GOCC_CENTRIOLAR_SATELLITE	msigdb:M17813	GOCC_CENTRIOLAR_SATELLITE	rdfs:label		msigdb
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	msigdb:M17814	REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	rdfs:label		msigdb
GOBP_DNA_METABOLIC_PROCESS	msigdb:M17815	GOBP_DNA_METABOLIC_PROCESS	rdfs:label		msigdb
GOCC_CLATHRIN_ADAPTOR_COMPLEX	msigdb:M17816	GOCC_CLATHRIN_ADAPTOR_COMPLEX	rdfs:label		msigdb
SCGGAAGY_ELK1_02	msigdb:M17817	SCGGAAGY_ELK1_02	rdfs:label	pubmed:15735639	msigdb
GOCC_GAP_JUNCTION	msigdb:M17818	GOCC_GAP_JUNCTION	rdfs:label		msigdb
chr9q21	msigdb:M17819	chr9q21	rdfs:label		msigdb
POS_RESPONSE_TO_HISTAMINE_UP	msigdb:M1782	POS_RESPONSE_TO_HISTAMINE_UP	rdfs:label	pubmed:18339882	msigdb
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	msigdb:M17820	GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	rdfs:label		msigdb
GOCC_DERLIN_1_RETROTRANSLOCATION_COMPLEX	msigdb:M17821	GOCC_DERLIN_1_RETROTRANSLOCATION_COMPLEX	rdfs:label		msigdb
GOCC_PLATELET_DENSE_GRANULE	msigdb:M17822	GOCC_PLATELET_DENSE_GRANULE	rdfs:label		msigdb
GOCC_DENSE_CORE_GRANULE	msigdb:M17823	GOCC_DENSE_CORE_GRANULE	rdfs:label		msigdb
GOCC_SYNAPTIC_MEMBRANE	msigdb:M17824	GOCC_SYNAPTIC_MEMBRANE	rdfs:label		msigdb
GOCC_MHC_CLASS_I_PROTEIN_COMPLEX	msigdb:M17828	GOCC_MHC_CLASS_I_PROTEIN_COMPLEX	rdfs:label		msigdb
GOBP_FATTY_ACID_METABOLIC_PROCESS	msigdb:M17829	GOBP_FATTY_ACID_METABOLIC_PROCESS	rdfs:label		msigdb
POS_RESPONSE_TO_HISTAMINE_DN	msigdb:M1783	POS_RESPONSE_TO_HISTAMINE_DN	rdfs:label	pubmed:18339882	msigdb
TOMIDA_METASTASIS_UP	msigdb:M17830	TOMIDA_METASTASIS_UP	rdfs:label	pubmed:17260014	msigdb
GOCC_ORGANELLE_SUBCOMPARTMENT	msigdb:M17833	GOCC_ORGANELLE_SUBCOMPARTMENT	rdfs:label		msigdb
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	msigdb:M17836	AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	rdfs:label	pubmed:15824734	msigdb
GOCC_CHYLOMICRON	msigdb:M17838	GOCC_CHYLOMICRON	rdfs:label		msigdb
KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	msigdb:M1784	KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	rdfs:label	pubmed:15592527	msigdb
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	msigdb:M17842	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	rdfs:label		msigdb
KEGG_OTHER_GLYCAN_DEGRADATION	msigdb:M17844	KEGG_OTHER_GLYCAN_DEGRADATION	rdfs:label		msigdb
GOCC_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	msigdb:M17847	GOCC_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	rdfs:label		msigdb
GOMF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	msigdb:M17849	GOMF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	rdfs:label		msigdb
POS_HISTAMINE_RESPONSE_NETWORK	msigdb:M1785	POS_HISTAMINE_RESPONSE_NETWORK	rdfs:label	pubmed:18339882	msigdb
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES	msigdb:M17851	GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES	rdfs:label		msigdb
GOMF_5_3_EXONUCLEASE_ACTIVITY	msigdb:M17852	GOMF_5_3_EXONUCLEASE_ACTIVITY	rdfs:label		msigdb
GOMF_BETA_CATENIN_BINDING	msigdb:M17855	GOMF_BETA_CATENIN_BINDING	rdfs:label		msigdb
MULLIGHAN_MLL_SIGNATURE_1_UP	msigdb:M17856	MULLIGHAN_MLL_SIGNATURE_1_UP	rdfs:label	pubmed:17597811	msigdb
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	msigdb:M17857	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	rdfs:label		msigdb
chr7q31	msigdb:M17858	chr7q31	rdfs:label		msigdb
KIM_WT1_TARGETS_DN	msigdb:M17859	KIM_WT1_TARGETS_DN	rdfs:label	pubmed:17430890	msigdb
